filename,mean_R,mean_G,mean_B,contrast_R,dissimilarity_R,homogeneity_R,energy_R,correlation_R,asm_R,entropy_R,contrast_G,dissimilarity_G,homogeneity_G,energy_G,correlation_G,asm_G,entropy_G,contrast_B,dissimilarity_B,homogeneity_B,energy_B,correlation_B,asm_B,entropy_B
maxjenny_1.jpg,99.02796124939123,78.66516688572945,91.6466969155082,0.26351252309665735,0.22486408676332076,0.8911074007351187,0.3200096731077444,0.9902715136727779,0.10251264629680719,16.950731797648647,0.19970120187106186,0.1827521462770261,0.9102347867360169,0.3491828059301363,0.9885755321329919,0.12201557700547416,15.48661715776839,0.3612301044956317,0.30979924152762034,0.8500979542600057,0.2888444452633343,0.9818464606490105,0.08362470641918592,17.685043897187953
maxjenny_10.jpg,114.49756299100801,111.23543728065219,117.7266064621455,0.3094764842851032,0.2567007818419055,0.8764186577224576,0.30121933029562764,0.9863019577873315,0.09084757321893891,17.176591360094474,0.2776341026433693,0.22797555145704906,0.8904307986292067,0.3214562770325565,0.9870678200785823,0.10342552712993999,16.48396822253208,0.4462232857541782,0.35085199115928645,0.833432552971106,0.2649502781274592,0.9813167757807304,0.07036528927966823,18.438984431534656
maxjenny_11.jpg,113.49316753329055,112.25993517325631,119.91383262362439,0.28343868113349246,0.2500748772883593,0.8780734509242688,0.2823478885805652,0.9881720315760957,0.07982992757586264,17.6678360797897,0.2579500006478355,0.22448553139643126,0.8908085835153491,0.29626954955649415,0.9888924627878439,0.08786408371659894,17.114268919463296,0.4292670637745737,0.34635783946762705,0.8346311467706412,0.25128032717300325,0.9830824177728017,0.0632944040424556,18.826600741372186
maxjenny_12.jpg,112.27086308828926,109.56604394490694,116.809098743444,0.25553127581375185,0.23218982335737395,0.8861264149835897,0.2948101073317577,0.988989325022753,0.0870254237437076,17.166051882175815,0.22377230398225856,0.20408313100134523,0.8997813776971453,0.3123529573327245,0.9902253464435122,0.09765440878519972,16.53561557478686,0.3946358772518848,0.3305479436568315,0.8408924611634803,0.2639616761033309,0.9845582946352867,0.06983984814712946,18.352053002941474
maxjenny_13.jpg,113.40340751592723,105.30472863915836,114.71283216104115,0.30087859659505645,0.2568883230583768,0.875535822565931,0.2812589502955059,0.9889980295961085,0.0792183442055836,17.80839455195997,0.26599388700571697,0.227903558872582,0.889445811161969,0.3027544364125507,0.9880588541428967,0.09175923195346548,16.87833002905773,0.43797664836155353,0.35131471119380336,0.8324220160713072,0.25111112740017916,0.9829483749124648,0.06321204683856285,18.91888532870152
maxjenny_14.jpg,116.07606028463331,96.15223386293206,106.15360745408789,0.2919390597057313,0.25314442345743704,0.8770532944380305,0.29477223773568256,0.9915340446074286,0.08700104947099974,17.904384382395403,0.2542655315673493,0.22057856042840396,0.892877325980163,0.3245273198192679,0.9861875362197394,0.10541573864853251,16.790316136680595,0.4279478356419606,0.3498825122599185,0.8325559022625781,0.25676749712051194,0.9810317425604209,0.06609875621355596,19.013523239360133
maxjenny_15.jpg,118.03640630098938,104.10418103640086,114.12508071386985,0.2936642692791263,0.258016158355088,0.8743727186138441,0.25912990238759565,0.9900179495629373,0.06724782139904821,18.466832099342486,0.25844689974138607,0.22321237063220972,0.891617759008603,0.2762450804250651,0.9901360879563914,0.07639292706270098,17.585784320359387,0.4321090215274712,0.350661151582445,0.8323898005032023,0.23594920073754844,0.9844622653074853,0.055810850670628534,19.4336184289106
maxjenny_16.jpg,110.77867257475667,105.86355150293272,114.04209799152636,0.42135070185072854,0.30614203688994407,0.8568683481752308,0.29122147894948014,0.9789710971967628,0.08492092604774155,17.604584461398694,0.39630411585644065,0.27236158727953985,0.8741445052720587,0.30880077576000986,0.9808297766508358,0.09544384336407549,17.08124646237588,0.5968194498673624,0.41263132509638056,0.8094418197758279,0.2513341899382976,0.9748062810871039,0.06331937736577517,19.100677851338194
maxjenny_17.jpg,107.20317630386442,106.90040564864758,115.49810888179636,0.3692475569940481,0.27332121143217625,0.8718771957641205,0.2739556301685096,0.9851903784485245,0.07515569202170513,18.255935189155146,0.34746934646273236,0.24886055170269278,0.8841155754784488,0.28770425582758496,0.9861045962333523,0.08285790823578695,17.786929241850657,0.5122282682267031,0.3670953717056705,0.8294243801283907,0.24339606075802364,0.981775308851293,0.059389868535708254,19.455084070479906
maxjenny_18.jpg,105.52371801137939,105.39562620767045,112.9111947283637,0.35856944767724297,0.25557003243116333,0.8805107937213894,0.2941831727505588,0.984126941472198,0.08665382477746075,17.476035762035913,0.3214536221722517,0.2269989620681124,0.8940610168935679,0.31036435413911734,0.9861020452536996,0.09641240255531502,16.956955173814663,0.48654666916132455,0.3460400576556689,0.8388387953038318,0.2585264105725439,0.9817158562844654,0.06699317158748891,18.791465840922655
