filename,lbp_R_0,lbp_G_0,lbp_B_0,lbp_R_1,lbp_G_1,lbp_B_1,lbp_R_2,lbp_G_2,lbp_B_2,lbp_R_3,lbp_G_3,lbp_B_3,lbp_R_4,lbp_G_4,lbp_B_4,lbp_R_5,lbp_G_5,lbp_B_5,lbp_R_6,lbp_G_6,lbp_B_6,lbp_R_7,lbp_G_7,lbp_B_7,lbp_R_8,lbp_G_8,lbp_B_8,lbp_R_9,lbp_G_9,lbp_B_9
pettre_taylor_1.jpg,0.02009740593850113,0.02175415517087919,0.019612601237094938,0.059885577514981254,0.0635875223426186,0.05634610339162777,0.04106835265367248,0.03958687941289878,0.04797648647947047,0.13578825176886714,0.13291523201094618,0.13847608737169137,0.17059342830336913,0.16098488535733263,0.201675395121335,0.20948314383825675,0.20174938766390652,0.2046400798771793,0.10466016273955676,0.10454833375978935,0.10212332523065681,0.06978968503396779,0.07396751142162054,0.06294227492360827,0.1122239736301465,0.11683231261866552,0.09827107761881396,0.07641001857867524,0.08407378024133688,0.06793656874851628
pettre_taylor_10.jpg,0.021387437236709262,0.022269495557434307,0.020130664920048537,0.061274574563159726,0.06255209028643016,0.05547070845570752,0.043490753771359664,0.04177345465097282,0.05044008469799425,0.13860101135116212,0.137261207465586,0.14307938536474937,0.1855411966372957,0.18645778867405255,0.22775014694211923,0.20251851609780944,0.19609976442906615,0.19829091712278868,0.10465657030600983,0.10189897196140323,0.09813166802020235,0.06764477043654286,0.07013983141984058,0.05963306420211784,0.09714224229040527,0.09914531370520294,0.0810955948884533,0.07774292730954031,0.08240208185000546,0.06597776538581307
pettre_taylor_11.jpg,0.02174065457383991,0.023311243343568155,0.021215174253886193,0.062000709679452586,0.06558647984158025,0.058352245757683295,0.04286033962634958,0.04198772592930437,0.051235287246350715,0.13622786133855386,0.13435730436765675,0.14145004292378582,0.16744975923742042,0.15928502692239138,0.20129291683353984,0.2051502054408437,0.19623198916058388,0.20204981940488786,0.1057389937106912,0.10506239941186007,0.10280038306930046,0.07092918177806413,0.07557981877447446,0.06350252072950005,0.10901679960988425,0.11190447881437576,0.0878343628552564,0.07888549500489452,0.0866935334341991,0.07026724692580355
pettre_taylor_12.jpg,0.01857711123842994,0.02046470329743669,0.01873830720822939,0.059096343041710825,0.0634151434748424,0.05652804276803693,0.03836759587857459,0.037531370056811224,0.047374348263023336,0.13868688210142913,0.13585337911252443,0.1418418499503077,0.16251734797748213,0.1542476238949202,0.20171444835053876,0.21529888815340448,0.2036826963369218,0.20798283929259995,0.11024564365284141,0.10892472901462498,0.10668444110077664,0.07045069280660336,0.07621904017592218,0.06331414973819234,0.10997557376957928,0.1138994962249311,0.08678467694983336,0.07678392137993903,0.08576181841105919,0.06903689637845575
pettre_taylor_13.jpg,0.020897185942506107,0.022299335932864473,0.02030368115506693,0.06122746732971366,0.06392752879509278,0.05664334829639815,0.04305479457769644,0.04150025587397626,0.05121865775557701,0.1378748182923927,0.13552733679690201,0.14215978031921123,0.17974324066245298,0.17459059004909713,0.22263411597395147,0.20079936281817257,0.1929730725087505,0.19536024460068713,0.10678682545686422,0.10461067986457159,0.10052202694834995,0.06815918374347296,0.0725716771612076,0.06060128298549271,0.10339498876379434,0.10690485428162391,0.08336427461581772,0.07806213241292823,0.08509466873590789,0.06719258734944188
pettre_taylor_14.jpg,0.016858270835859165,0.018513235502930835,0.01751928414754558,0.05595103249695716,0.05974918451251283,0.05424925550903825,0.03624706531485801,0.03569543203817061,0.04642031628789936,0.14096998759667917,0.13933084315992153,0.14507300323082722,0.16857959618213644,0.16479914467016982,0.21356682004941738,0.2216641844898188,0.20869671775606755,0.2109427366015927,0.11077338233282191,0.10817854037627439,0.10773816740786105,0.06880049587344808,0.07453688545050975,0.061217094407224,0.1071162508128933,0.10843082118017551,0.0768068291525344,0.07303973406452142,0.08206919535326067,0.06646649320605352
pettre_taylor_15.jpg,0.020701905486487912,0.02225268031578856,0.020421639835602932,0.061320730906084475,0.06346118693996149,0.05691056390344744,0.043431222261823124,0.042294873733640825,0.05223292876823067,0.14061884674879302,0.1387849623756507,0.14503178654706286,0.18752217792147835,0.18614850652605758,0.23480957683796902,0.2012756708441307,0.1931888479297192,0.19510001509396047,0.10790739459803877,0.10488853112715418,0.10126967733972511,0.06847802740759129,0.07226794135636722,0.06001481526035762,0.08952390174719477,0.09186862039268835,0.06707179343781607,0.07922012207837044,0.08484384930296479,0.06713720297582067
pettre_taylor_16.jpg,0.014010953576346831,0.01601962791172573,0.01544396653769733,0.05066070854251097,0.055146726458805806,0.05119193989202764,0.031165636803131582,0.03135415899107431,0.042218489500046856,0.1399184416493599,0.13887436822241106,0.14389380362546336,0.16250934091434185,0.163084423604983,0.2074505357515084,0.23453581169282356,0.22013167490390176,0.2201745617727141,0.10882231115085524,0.10650031191034505,0.10809445604597402,0.06786863064092485,0.07293661115035395,0.05987849192022927,0.12231656476052137,0.11898791361877264,0.08809753721352061,0.06819160026917735,0.07696418322762023,0.06355621774081192
pettre_taylor_17.jpg,0.022731181210691693,0.024235136132371996,0.021562133803547993,0.06332034958318464,0.06647537537453978,0.058563735797139804,0.04380393285718498,0.0425618199870948,0.05069816048860775,0.13610305324403624,0.13397476813738501,0.1412982915776662,0.16794267588554548,0.15959942280022454,0.20096003730568293,0.2028837275275887,0.19515808329995732,0.2013001017006337,0.10538589225851369,0.10487454990284144,0.10182416822415985,0.07189954443307185,0.0760328709987239,0.06475390439584038,0.10523825482823007,0.10936091997819444,0.08826869965957584,0.08069138817194685,0.08772705338866094,0.07077076704713973
pettre_taylor_18.jpg,0.01995028950376818,0.02172488938521452,0.019868783872470017,0.05979066548818658,0.06375665541112668,0.05670959384791223,0.04192088661190589,0.04103206505631271,0.05106162407909188,0.13775622671267584,0.13600213555339058,0.14280891428147927,0.17086716169870325,0.16102264427555146,0.21096144889490925,0.20961991383690265,0.200411960686763,0.20375058218307934,0.10761932106867572,0.10713385976797286,0.10319783904225523,0.06913324847573839,0.07428689188330885,0.061596954653230174,0.1066204139850954,0.10943255673638677,0.08255772874502443,0.07672187261834143,0.0851963412439659,0.0674865304005415
pettre_taylor_19.jpg,0.017754893034552244,0.019905141970649135,0.018635239127859454,0.05768425395970395,0.062225170664427176,0.056313530316176114,0.03804293442475084,0.03788583516478512,0.048565221861353425,0.14069038295844233,0.13828145900670072,0.14403922581155154,0.16680873546008143,0.1579846162145368,0.20788658874707946,0.21784972910157605,0.20513923908503162,0.2070166061261422,0.11150156008006838,0.10985136584388856,0.1079448987214213,0.06906101312482253,0.07556227328188332,0.062387829138048294,0.105281417690076,0.10822999715999602,0.07867001097978958,0.07532508016591936,0.08493490160809462,0.06854084917057171
pettre_taylor_2.jpg,0.02055937908071241,0.02218882814504087,0.01995957476155413,0.06048697201299859,0.0643953681133037,0.057021951574792125,0.04150696162309368,0.04013287734626846,0.04898285923483345,0.1369280557084527,0.1345815613990527,0.14004573620727126,0.16744704822282241,0.1584029323766704,0.20200792004671458,0.2097533622170961,0.2007594556514754,0.20524155240134292,0.10722942740795004,0.1070325219496405,0.10424800161907137,0.07078612651191764,0.07551991419949342,0.06344706369166433,0.10746545614390078,0.11115935097898356,0.08999320660055397,0.07783721107104917,0.08582718984006452,0.06905213386219539
pettre_taylor_20.jpg,0.01639464104337923,0.01878291222614502,0.017684848212812604,0.055961694214403834,0.061058737664087426,0.05550266368949734,0.03585491039291021,0.03608682088254845,0.04731866456831609,0.14059110794547294,0.13853232815163574,0.1441917578198252,0.16634117826015574,0.15753973550654488,0.20868964798559944,0.22257074418330416,0.20851338551384835,0.20984381937545724,0.11176057860289015,0.11004310227725003,0.10877455058647557,0.06870732148109254,0.07564015891708907,0.062031068655872906,0.10795682658778226,0.11007939160966938,0.07847807658400915,0.07386099728860233,0.08372342725117504,0.06748490252212784
pettre_taylor_21.jpg,0.02048347744089687,0.021891553476101017,0.020278072634334225,0.056565739843765735,0.05972603675000476,0.05416716047983146,0.04179752715542979,0.04092354226353623,0.04914179565925314,0.1348542134715658,0.1331619586948896,0.1387623796813479,0.17530324422367305,0.16616920357812617,0.2053576581404443,0.20691825803326536,0.19700762104004654,0.2014650148401578,0.0996572721932512,0.09829273759713027,0.09679042912793391,0.06623052229115525,0.06928125708514496,0.05990870468083313,0.1256603999628988,0.13401146762990204,0.10817741719397254,0.0725293453840917,0.07953462188511191,0.06595136756188509
