filename,mean_R,mean_G,mean_B,contrast_R,dissimilarity_R,homogeneity_R,energy_R,correlation_R,entropy_R,contrast_G,dissimilarity_G,homogeneity_G,energy_G,correlation_G,entropy_G,contrast_B,dissimilarity_B,homogeneity_B,energy_B,correlation_B,entropy_B
imad_eduso_10.jpg,136.12197448325287,128.13206425392275,131.39383793187992,6.038117206134597,2.0453850150764477,0.41181574587129266,0.12433746704992527,0.0,2.1688632559501904,5.931274809761149,2.020154063310898,0.4165472746550776,0.12534720434216706,9.117298723307178e-17,2.1640472067230885,5.961293431381246,2.0307552686265824,0.4135364120560711,0.1252038854822903,1.591504997183709e-16,2.164539889260688
imad_eduso_11.jpg,139.86371286085873,131.34770753956624,134.17778841222156,5.9467993724553425,2.0368612423090418,0.4091038545183957,0.12741859607054207,6.829042689773198e-17,2.154440388487999,5.807936087393544,2.0040688761835797,0.41502243684654094,0.12879480760292528,0.0,2.1477269574356774,5.832392086280868,2.0123314630783136,0.41281357523478834,0.12860872963667563,0.0,2.148494966615958
imad_eduso_12.jpg,150.51529688415886,141.6355562628224,150.6198289126612,6.165479964806943,2.0655030900270104,0.41196342606281755,0.12257948575792371,0.0,2.1787669455394707,6.055114815044705,2.0380607211584514,0.4174501866696528,0.12376199508507067,1.353537447479242e-16,2.1732836991233264,6.168370997070651,2.068665921027524,0.41035415917582996,0.12276954049782605,1.78807182677103e-16,2.177475920090008
imad_eduso_13.jpg,153.05763766842415,147.05204832125074,156.9828635306825,5.854296756750506,2.0233693092656186,0.4092924502386863,0.1301776850276286,9.177044569389732e-17,2.1429524994740357,5.787949866508118,2.007740390238753,0.4120075289743763,0.13091551893914033,0.0,2.1392125439669787,5.917522644809216,2.040184462459042,0.4055442073042583,0.12981736996036697,0.0,2.144576440276379
imad_eduso_14.jpg,135.94364051528672,129.87679792641896,139.98634161059098,6.295762017364466,2.091570481951341,0.40890619214333174,0.12017066714802262,2.212361362937495e-17,2.1904822756306683,6.25139956945734,2.0812967032931717,0.41071786178405023,0.12058354209223725,1.1100986943605064e-16,2.188455311284885,6.340423216309487,2.105553697578216,0.40501752800856633,0.12012090673759836,0.0,2.190432590742484
imad_eduso_15.jpg,144.750256068761,137.58569150007324,147.178416767355,6.227852932869279,2.090982729997414,0.4034131487382175,0.12359165168355926,2.22439055598236e-17,2.174488390097355,6.166647480416601,2.0766924564544937,0.40596455493509986,0.12405579590406982,0.0,2.1722410586925918,6.250397094378504,2.0991521959413264,0.40099451059818686,0.12372478409349642,1.1101877128338303e-16,2.173704798113669
imad_eduso_16.jpg,149.39887412126538,144.80042357754834,154.98384661504102,6.054298880722521,2.0660627424160882,0.4027092627553388,0.1285621670237721,6.768143260640761e-17,2.152605228023094,6.011863693434151,2.0561688038956745,0.40439999730550136,0.12893542383051926,0.0,2.150691344657035,6.103010972753273,2.0790513335838594,0.3998500645413202,0.12853915030958607,0.0,2.1526429528825965
imad_eduso_17.jpg,144.69882743848856,136.9465704177651,142.36852688378735,6.002291792366169,2.0489078085499655,0.40815011154561176,0.1263936367295096,6.797401437931272e-17,2.160136604072499,5.95697979164208,2.0388572665158833,0.4097766811866542,0.126924338690216,0.0,2.157500556899434,5.999962697636445,2.0511003167913935,0.40692824765213315,0.12657770707102076,0.0,2.1591112089464257
imad_eduso_18.jpg,144.36241967816343,135.83739816747217,141.16237185120093,5.961761205553507,2.0377166172649233,0.41079658388659945,0.12643349663388098,1.5914425592999823e-16,2.1597722145878446,5.910923955440075,2.0258614031445252,0.4128616952952198,0.12704087056430763,0.0,2.1568577206046506,5.961735807916768,2.0395288134945737,0.4098322293986598,0.12653533093420674,1.3640965278467995e-16,2.1592015495139143
imad_eduso_19.jpg,123.22485743446104,122.41890515158173,131.46727995020504,6.212232921249851,2.082401077176342,0.4075184668496092,0.12284968361903982,8.908741196810573e-17,2.1793760194938803,6.0754161831765146,2.0500859695994897,0.41346279770448824,0.1238100583420503,0.0,2.174281372885316,6.083730099654588,2.0563833420849997,0.411126351424098,0.12377046324281221,9.002336418413812e-17,2.1740560813616634
imad_eduso_2.jpg,140.47072555103983,126.10924090143527,132.49301634812537,5.865083657054101,2.0541446391060454,0.3960930576975133,0.13817043507940016,9.168601602141963e-17,2.1116459404130077,6.0936319408023705,2.112563842525612,0.38530408840226393,0.1457799399903085,0.0,2.08934318857285,5.890195123707636,2.0609684049570163,0.3943469757276652,0.1400718450584903,2.287259158947891e-17,2.105272223690152
imad_eduso_20.jpg,134.4279565758641,127.04908121887814,133.3772126263181,6.103475632089174,2.0671810412806897,0.40637024516344605,0.12539308475324448,2.2469406904217374e-17,2.1660442057470797,6.022918737959303,2.0478794912228135,0.4099216703907511,0.12581322997005173,1.5833420822072931e-16,2.1636703122848,6.025323859624943,2.04983230646633,0.409195823435008,0.12566110898140848,9.045863087144437e-17,2.1641173428086944
imad_eduso_21.jpg,128.207361919669,122.8354056824839,125.22526911247803,6.207859350403024,2.07050141207794,0.41373522972284554,0.12058260339890048,1.336781826650457e-16,2.189098348338045,6.142564728120346,2.054796727600414,0.41667582526154834,0.12125600208738148,1.5678459404256834e-16,2.1858177839355077,6.211132801298618,2.0737130552585796,0.41228374183270855,0.12067894842944622,0.0,2.1885574795326845
imad_eduso_22.jpg,132.8316573301113,126.35464699582602,126.0572596294669,6.0152768206847345,2.033774015187616,0.41755434877264164,0.12352475342945357,1.5843475162524984e-16,2.174628406591212,5.960444070366562,2.020600886537142,0.420019079878188,0.12414961706253813,0.0,2.1716835757812234,6.043044224128003,2.0432327939200565,0.41487271262023484,0.12338929719141836,0.0,2.175479658549579
imad_eduso_23.jpg,135.78478095708846,129.22033126464558,129.76841406707675,6.2689026925625475,2.0888663314278904,0.4086376361270355,0.12093189350794481,0.0,2.1881022505535643,6.238047250188136,2.0817616795039053,0.4098251607833469,0.1212939948357483,8.890288981724618e-17,2.1863865837432894,6.3169241556303515,2.1035724515439855,0.40474719315387214,0.12093048520048759,1.76692197717915e-16,2.1882070239664357
imad_eduso_24.jpg,137.02003995496486,129.0417673550088,139.1032700827475,6.333061321750838,2.097837019853024,0.40879590035722463,0.11958442987206941,0.0,2.193691033992593,6.217651990563802,2.0711857709203345,0.41381287710457587,0.12042236427243644,0.0,2.1898685024186504,6.328568299664993,2.099220813839791,0.4077220003593838,0.11957143674068607,6.619858948083432e-17,2.1938367526904865
imad_eduso_25.jpg,160.26436044595783,141.15697175234328,146.25856995093733,5.987166308592295,2.0489157339533235,0.406256236360819,0.12700441071048338,4.5373214793901773e-17,2.1561348108068144,5.577741803101142,1.9450307625647167,0.4279912725001586,0.13109366021857533,1.880359979852023e-16,2.136567624803436,5.654410456242993,1.9681647463210008,0.4219817149746079,0.13036267099535137,2.3344606103068515e-17,2.139888879667291
imad_eduso_26.jpg,161.85065722026948,141.27802476933215,146.20947431531928,5.857220690839863,2.02549556658254,0.4082582798239699,0.12910186711147464,1.376213052864397e-16,2.1453374675245698,5.455274008881506,1.9235848321645332,0.42934116578222153,0.13348954905383856,0.0,2.1242005995873736,5.534327528709862,1.9472108122524037,0.42329988892644826,0.1325990587860414,9.438604275596608e-17,2.128332583395474
imad_eduso_27.jpg,147.39299117603983,138.0592244251611,141.10939902789983,6.233673488673649,2.0837534116232725,0.4084376251885856,0.12171580797374695,1.1116759127819278e-16,2.184083336994229,6.139283667535827,2.061401771470592,0.41258136470850526,0.12262551376099323,2.2403783455972766e-17,2.1796867884392053,6.201191912255571,2.0789055066060103,0.4083664621286432,0.12220165679970243,0.0,2.181685054994306
imad_eduso_28.jpg,138.32082909645555,128.65495692003196,132.89710424535153,6.55661914027616,2.1386191376110295,0.40527473058716396,0.11707283521996743,2.1679049579550416e-17,2.2067997984916112,6.464199148317941,2.1179094977803423,0.40906366379523834,0.11761957672106359,6.550042349559648e-17,2.204036710915361,6.519203450390818,2.1337507019666573,0.40498809111248235,0.11739730081093516,0.0,2.2049143008512186
