filename,mean_R,mean_G,mean_B
kasbit_bellanaija_13 - Copy.jpg,178.94456201283543,159.5774431569444,162.57167029665382
kasbit_bellanaija_14 - Copy.jpg,204.30571567406687,173.99698033311785,182.41084433530452
kasbit_bellanaija_15.jpg,138.90331953876628,117.1190614830928,131.41964443619128
kasbit_bellanaija_16.jpg,134.25673895319667,135.14483071423453,146.74892152558772
kasbit_bellanaija_17.jpg,135.75377443037826,87.65035046798307,111.28282439803192
kasbit_bellanaija_19.jpg,139.71062330660516,120.84328957967193,129.91893306971295
kasbit_bellanaija_21.jpg,175.58642863263157,154.62958927032352,152.50685927128117
kasbit_bellanaija_24.jpg,135.88447276709704,124.97575553348467,133.60487704845346
kasbit_bellanaija_25.jpg,141.09559877526362,128.66700626098418,138.19365800746925
kasbit_bellanaija_28.jpg,99.32238649775564,92.78239840193095,96.62042809666941
kasbit_bellanaija_29.jpg,98.61373748266197,114.1452854961455,125.36567090462334
kasbit_bellanaija_30.jpg,166.23768176466152,151.20067282650936,156.21115441948413
kasbit_bellanaija_33.jpg,136.42942960054188,121.7265574655829,122.27895728068249
kasbit_bellanaija_37.jpg,143.79800270943176,130.7738748077768,136.741484054628
kasbit_bellanaija_38.jpg,119.33667237658995,114.20856583131436,124.38655526006966
kasbit_bellanaija_39.jpg,136.68946456685705,125.79063529767136,132.8831147938635
kasbit_bellanaija_40.jpg,122.65579301222905,94.60722896528998,93.62537300454012
kasbit_bellanaija_41.jpg,125.31083543863504,112.58896890560925,114.24427884263328
kasbit_bellanaija_42.jpg,117.80029611526069,119.0640753148799,123.8258952108963
kasbit_bellanaija_43.jpg,118.19161447572314,112.29109218196577,115.47756465835302
kasbit_bellanaija_44.jpg,144.74180877453134,111.6430493006737,127.35783263766842
kasbit_bellanaija_5 - Copy.jpg,180.14597439765058,164.47374980751871,163.26645959509597
kasbit_bellanaija_6.jpg,172.7037724378615,159.79949647781916,167.40017641228073
kasbit_bellanaija_8.jpg,140.81404488497867,132.64913257921998,138.86861931558502
