filename,mean_R,mean_G,mean_B
kasbit_bellanaija_26 - Copy.jpg,190.86626149290947,111.17268193860059,91.65529063425276
kasbit_bellanaija_7.jpg,99.36046810555399,90.48233171825572,97.59228246506227
