filename,mean_R,mean_G,mean_B
kasbit_bellanaija_27.jpg,124.01797199940582,133.85301660910577,145.03073891488413
kasbit_bellanaija_28 - Copy.jpg,143.40353484929977,143.58662734983105,149.2012433147346
kasbit_bellanaija_36.jpg,150.72244910925497,166.03181770497036,182.47422697929795
kasbit_bellanaija_5.jpg,139.07288366610183,140.26397996021512,169.06581080085465
